title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
Strongest Deliveryman,s1662,Tv Show,2017,South Korea,International TV Shows|Romantic TV Shows|TV Dramas,TV-MA,2020-11-23,2020,11,,Ko Kyung-pyo,Strongest Deliveryman | Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals ��� and bump into love along the way. | International TV Shows|Romantic TV Shows|TV Dramas | Ko Kyung-pyo | South Korea
The Suit,s1663,Movie,2018,Egypt,Action & Adventure|Comedies|International Movies,TV-14,2020-11-23,2020,11,Mohammad Adel,Tamer Hosny,"The Suit | After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise ��� not knowing that it will lead them to danger. | Action & Adventure|Comedies|International Movies | Mohammad Adel | Tamer Hosny | Egypt"
Dolly Parton���s Christmas on the Square,s1664,Movie,2020,United States,Children & Family Movies|Music & Musicals,TV-PG,2020-11-22,2020,11,Debbie Allen,Dolly Parton,"Dolly Parton���s Christmas on the Square | Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind? | Children & Family Movies|Music & Musicals | Debbie Allen | Dolly Parton | United States"
Machete Kills,s1665,Movie,2013,United States,Action & Adventure,R,2020-11-22,2020,11,Robert Rodriguez,Danny Trejo,Machete Kills | Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy. | Action & Adventure | Robert Rodriguez | Danny Trejo | United States
40 Sticks,s1666,Movie,2019,Kenya,International Movies|Thrillers,TV-14,2020-11-20,2020,11,Victor Gatonye,Robert Agengo,"40 Sticks | When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer. | International Movies|Thrillers | Victor Gatonye | Robert Agengo | Kenya"
Alien Xmas,s1667,Movie,2020,United States,Children & Family Movies,TV-Y,2020-11-20,2020,11,Stephen Chiodo,Keythe Farley,"Alien Xmas | A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity ��� and steal all the presents. | Children & Family Movies | Stephen Chiodo | Keythe Farley | United States"
Flavorful Origins,s1668,Tv Show,2020,China,Docuseries|International TV Shows,TV-G,2020-11-20,2020,11,,Yang Chen,"Flavorful Origins | Delve into the delectable world of Chaoshan cuisine, explore its unique ingredients and hear the stories of the people behind its creation. | Docuseries|International TV Shows | Yang Chen | China"
Heart & Soul,s1669,Tv Show,2019,Unknown,International TV Shows|TV Dramas,TV-14,2020-11-20,2020,11,,Anthony Monjaro,"Heart & Soul | At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs. | International TV Shows|TV Dramas | Anthony Monjaro | Unknown"
If Anything Happens I Love You,s1670,Movie,2020,United States,Dramas,PG,2020-11-20,2020,11,Will McCormack,,If Anything Happens I Love You | Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting. | Dramas | Will McCormack | United States
Mismatched,s1671,Tv Show,2020,India,International TV Shows|Romantic TV Shows|TV Comedies,TV-MA,2020-11-20,2020,11,,Prajakta Koli,"Mismatched | After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program ��� but deeper feelings aren���t far behind. | International TV Shows|Romantic TV Shows|TV Comedies | Prajakta Koli | India"
The App That Stole Christmas,s1672,Movie,2020,United States,Children & Family Movies|Comedies,TV-PG,2020-11-20,2020,11,Monica Floyd,Jackie Long,"The App That Stole Christmas | A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit. | Children & Family Movies|Comedies | Monica Floyd | Jackie Long | United States"
Voices of Fire,s1673,Tv Show,2020,United States,Docuseries|Reality TV,TV-PG,2020-11-20,2020,11,,Pharrell Williams,"Voices of Fire | In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell. | Docuseries|Reality TV | Pharrell Williams | United States"
Black Friday,s1674,Movie,2004,India,Dramas|International Movies,TV-MA,2020-11-19,2020,11,Anurag Kashyap,Pavan Malhotra,Black Friday | This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story. | Dramas|International Movies | Anurag Kashyap | Pavan Malhotra | India
Bodyguard,s1675,Movie,2011,India,Action & Adventure|Comedies|International Movies,TV-14,2020-11-19,2020,11,Siddique,Salman Khan,"Bodyguard | Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him. | Action & Adventure|Comedies|International Movies | Siddique | Salman Khan | India"
Break Ke Baad,s1676,Movie,2010,India,Comedies|International Movies|Music & Musicals,TV-14,2020-11-19,2020,11,Danish Aslam,Imran Khan,Break Ke Baad | Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other. | Comedies|International Movies|Music & Musicals | Danish Aslam | Imran Khan | India
Hawaizaada,s1677,Movie,2015,India,Dramas|International Movies|Romantic Movies,TV-14,2020-11-19,2020,11,Vibhu Virender Puri,Ayushmann Khurrana,"Hawaizaada | In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding ��� and physics ��� to build the world's first airplane. | Dramas|International Movies|Romantic Movies | Vibhu Virender Puri | Ayushmann Khurrana | India"
My Amnesia Girl,s1678,Movie,2010,Philippines,International Movies|Romantic Movies,TV-14,2020-11-19,2020,11,Cathy Garcia-Molina,John Lloyd Cruz,"My Amnesia Girl | Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten. | International Movies|Romantic Movies | Cathy Garcia-Molina | John Lloyd Cruz | Philippines"
Raman Raghav 2.0,s1679,Movie,2016,India,International Movies|Thrillers,TV-MA,2020-11-19,2020,11,Anurag Kashyap,Nawazuddin Siddiqui,Raman Raghav 2.0 | A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller. | International Movies|Thrillers | Anurag Kashyap | Nawazuddin Siddiqui | India
Singham,s1680,Movie,2011,India,Action & Adventure|Dramas|International Movies,TV-14,2020-11-19,2020,11,Rohit Shetty,Ajay Devgn,Singham | A police inspector kills himself after a powerful gangster frames him for corruption ��� but soon the thug faces the full force of cop Bajirao Singham. | Action & Adventure|Dramas|International Movies | Rohit Shetty | Ajay Devgn | India
TE3N,s1681,Movie,2016,India,Dramas|International Movies|Thrillers,TV-14,2020-11-19,2020,11,Ribhu Dasgupta,Amitabh Bachchan,"TE3N | Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead. | Dramas|International Movies|Thrillers | Ribhu Dasgupta | Amitabh Bachchan | India"
The Princess Switch: Switched Again,s1682,Movie,2020,United States,Children & Family Movies|Comedies|Dramas,TV-G,2020-11-19,2020,11,Mike Rohl,Vanessa Hudgens,"The Princess Switch: Switched Again | When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan? | Children & Family Movies|Comedies|Dramas | Mike Rohl | Vanessa Hudgens | United States"
Three Words to Forever,s1683,Movie,2018,Philippines,Comedies|Dramas|International Movies,TV-G,2020-11-19,2020,11,Cathy Garcia-Molina,Sharon Cuneta,"Three Words to Forever | As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration. | Comedies|Dramas|International Movies | Cathy Garcia-Molina | Sharon Cuneta | Philippines"
Well Done Abba,s1684,Movie,2009,India,Comedies|International Movies,TV-14,2020-11-19,2020,11,Shyam Benegal,Boman Irani,"Well Done Abba | On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government. | Comedies|International Movies | Shyam Benegal | Boman Irani | India"
Holiday Home Makeover with Mr. Christmas,s1685,Tv Show,2020,United States,Reality TV,TV-G,2020-11-18,2020,11,,Benjamin Bradley,"Holiday Home Makeover with Mr. Christmas | Interior designer Benjamin ���Mr. Christmas��� Bradley works with a trusty team of ""elves��� to help families transform their homes for the holidays. | Reality TV | Benjamin Bradley | United States"
Ainu Mosir,s1686,Movie,2020,United States,Dramas|International Movies,TV-PG,2020-11-17,2020,11,Takeshi Fukunaga,Kanto Shimokura,Ainu Mosir | A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world. | Dramas|International Movies | Takeshi Fukunaga | Kanto Shimokura | United States
Kevin Hart: Zero F**ks Given,s1687,Movie,2020,United States,Stand-Up Comedy,TV-MA,2020-11-17,2020,11,Leslie Small,Kevin Hart,"Kevin Hart: Zero F**ks Given | Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19. | Stand-Up Comedy | Leslie Small | Kevin Hart | United States"
The Boss Baby: Back in Business,s1688,Tv Show,2020,United States,Kids' TV|TV Comedies,TV-Y7,2020-11-17,2020,11,,JP Karliak,The Boss Baby: Back in Business | The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film. | Kids' TV|TV Comedies | JP Karliak | United States
We Are the Champions,s1689,Tv Show,2020,United States,Docuseries|Reality TV,TV-MA,2020-11-17,2020,11,,,"We Are the Champions | Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries. | Docuseries|Reality TV | United States"
Loving,s1690,Movie,2016,United Kingdom,Dramas|Romantic Movies,PG-13,2020-11-16,2020,11,Jeff Nichols,Joel Edgerton,Loving | A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving. | Dramas|Romantic Movies | Jeff Nichols | Joel Edgerton | United Kingdom
Whose Streets?,s1691,Movie,2017,United States,Documentaries,R,2020-11-16,2020,11,Sabaah Folayan,,"Whose Streets? | Powered by activists and leaders, this documentary follows the rise of the Black Lives Matter movement following the 2014 killing of Michael Brown. | Documentaries | Sabaah Folayan | United States"
A Very Country Christmas,s1692,Movie,2017,United States,Music & Musicals|Romantic Movies,TV-G,2020-11-15,2020,11,Justin G. Dyck,Bea Santos,"A Very Country Christmas | When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart. | Music & Musicals|Romantic Movies | Justin G. Dyck | Bea Santos | United States"
America's Next Top Model,s1693,Tv Show,2013,United States,Reality TV,TV-14,2020-11-15,2020,11,,Tyra Banks,America's Next Top Model | Supermodel Tyra Banks created and executive-produced this reality series that chronicles the transformation of young women into potential supermodels. | Reality TV | Tyra Banks | United States
Beyblade Burst Rise,s1694,Tv Show,2019,Japan,Anime Series|Kids' TV,TV-Y,2020-11-15,2020,11,,Erika Harlacher,"Beyblade Burst Rise | After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan ��� Beyblade's birthplace. | Anime Series|Kids' TV | Erika Harlacher | Japan"
Cloudy with a Chance of Meatballs 2,s1695,Movie,2013,United States,Children & Family Movies|Comedies,PG,2020-11-15,2020,11,Cody Cameron,Bill Hader,"Cloudy with a Chance of Meatballs 2 | Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches. | Children & Family Movies|Comedies | Cody Cameron | Bill Hader | United States"
Hometown Holiday,s1696,Movie,2018,Canada,Romantic Movies,TV-G,2020-11-15,2020,11,Justin G. Dyck,Sarah Troyer,"Hometown Holiday | An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention ��� and heart. | Romantic Movies | Justin G. Dyck | Sarah Troyer | Canada"
Polly Pocket,s1697,Tv Show,2021,Canada,Kids' TV,TV-Y,2020-11-15,2020,11,,Emily Tennant,"Polly Pocket | After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power. | Kids' TV | Emily Tennant | Canada"
Survivor,s1698,Tv Show,2014,United States,Reality TV,TV-14,2020-11-15,2020,11,,Jeff Probst,"Survivor | In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor. | Reality TV | Jeff Probst | United States"
The Crown,s1699,Tv Show,2020,United Kingdom,British TV Shows|International TV Shows|TV Dramas,TV-MA,2020-11-15,2020,11,,Claire Foy,The Crown | This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century. | British TV Shows|International TV Shows|TV Dramas | Claire Foy | United Kingdom
White Christmas,s1700,Movie,1954,United States,Children & Family Movies|Classic Movies|Comedies,TV-G,2020-11-15,2020,11,Michael Curtiz,Bing Crosby,"White Christmas | Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place. | Children & Family Movies|Classic Movies|Comedies | Michael Curtiz | Bing Crosby | United States"
